sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
women,2,white,East of England,never_smoker,38,52.26027349695586,35—39
women,2,white,East of England,smoker,38,29.449389575674466,35—39
women,2,white,London,ex_smoker,38,71.31256028144087,35—39
women,2,white,London,never_smoker,38,122.19776789913792,35—39
women,2,white,London,smoker,38,59.52396070879529,35—39
women,2,white,North East,ex_smoker,38,33.00547910324708,35—39
women,2,white,North East,never_smoker,38,28.641095668442414,35—39
women,2,white,North East,smoker,38,24.257885879144453,35—39
women,2,white,North West,ex_smoker,38,35.044546398876605,35—39
women,2,white,North West,never_smoker,38,67.84191090042293,35—39
women,2,white,North West,smoker,38,45.427786162331955,35—39
women,2,white,South Central,ex_smoker,38,20.90136973617453,35—39
women,2,white,South Central,never_smoker,38,37.72328748097412,35—39
women,2,white,South Central,smoker,38,18.356164256722476,35—39
women,2,white,South East Coast,ex_smoker,38,19.301668842772802,35—39
women,2,white,South East Coast,never_smoker,38,28.668852269017556,35—39
women,2,white,South East Coast,smoker,38,22.67165187959359,35—39
women,2,white,South West,ex_smoker,38,32.52080956043297,35—39
women,2,white,South West,never_smoker,38,51.19217705093043,35—39
women,2,white,South West,smoker,38,29.468635155017562,35—39
women,2,white,West Midlands,ex_smoker,38,25.09899677235904,35—39
women,2,white,West Midlands,never_smoker,38,62.134642963077326,35—39
women,2,white,West Midlands,smoker,38,29.53424651192288,35—39
women,2,white,Yorkshire and the Humber,ex_smoker,38,25.756508340281762,35—39
women,2,white,Yorkshire and the Humber,never_smoker,38,43.67991593959406,35—39
women,2,white,Yorkshire and the Humber,smoker,38,35.75068455098935,35—39
women,3,bangladeshi,London,never_smoker,38,2.2876712011669205,35—39
women,3,bangladeshi,North East,never_smoker,38,1,35—39
women,3,bangladeshi,South West,ex_smoker,38,1,35—39
women,3,bangladeshi,West Midlands,never_smoker,38,1,35—39
women,3,black african,East Midlands,never_smoker,38,1.6164383244545917,35—39
women,3,black african,London,ex_smoker,38,2.7068492516489093,35—39
women,3,black african,London,never_smoker,38,14.495890284119737,35—39
women,3,black african,London,smoker,38,0.44383558472856416,35—39
women,3,black african,South Central,ex_smoker,38,1,35—40
women,3,black african,South Central,never_smoker,38,2,35—39
women,3,black african,South East Coast,never_smoker,38,1,35—39
women,3,black african,West Midlands,smoker,38,0.27397257102993405,35—40
women,3,black caribbean,East Midlands,never_smoker,38,0.6767122970573313,35—39
women,3,black caribbean,East of England,never_smoker,38,1,35—39
women,3,black caribbean,London,ex_smoker,38,1.9808218860984272,35—39
women,3,black caribbean,London,never_smoker,38,4.912328671993912,35—39
women,3,black caribbean,North West,never_smoker,38,2,35—39
women,3,black caribbean,South Central,ex_smoker,38,1.463013666920345,35—39
women,3,black caribbean,South Central,never_smoker,38,1,35—39
women,3,black caribbean,South East Coast,never_smoker,38,2,35—39
women,3,black caribbean,West Midlands,ex_smoker,38,1,35—39
women,3,black caribbean,West Midlands,never_smoker,38,2,35—39
women,3,chinese,East of England,never_smoker,38,0.9289617170107266,35—40
women,3,chinese,London,never_smoker,38,3.4246575025367836,35—39
women,3,chinese,London,smoker,38,1,35—39
women,3,chinese,North West,never_smoker,38,2,35—39
women,3,chinese,South East Coast,never_smoker,38,1,35—39
women,3,chinese,South West,never_smoker,38,1,35—39
women,3,chinese,West Midlands,ex_smoker,38,1,35—39
women,3,chinese,Yorkshire and the Humber,smoker,38,1,35—39
women,3,indian,East Midlands,never_smoker,38,0.36986298198883816,35—39
women,3,indian,East Midlands,smoker,38,1,35—39
women,3,indian,London,ex_smoker,38,3.386301338153222,35—39
women,3,indian,London,never_smoker,38,19.395066869366747,35—39
women,3,indian,London,smoker,38,2.5835616121258242,35—39
women,3,indian,North East,never_smoker,38,0.526027365550482,35—39
women,3,indian,North West,ex_smoker,38,1,35—39
women,3,indian,North West,never_smoker,38,1,35—39
women,3,indian,South Central,ex_smoker,38,1,35—39
women,3,indian,South Central,never_smoker,38,8.715068461440893,35—39
women,3,indian,South Central,smoker,38,0.6027396943176053,35—39
women,3,indian,South East Coast,never_smoker,38,3,35—39
women,3,indian,South West,never_smoker,38,1,35—39
women,3,indian,West Midlands,ex_smoker,38,0.1945205162354135,35—39
women,3,indian,West Midlands,never_smoker,38,5.369862981988838,35—39
women,3,other,East Midlands,never_smoker,38,1.7506848997970574,35—39
women,3,other,East Midlands,smoker,38,0.5178081874682902,35—39
women,3,other,East of England,ex_smoker,38,1.2602739408929478,35—39
women,3,other,East of England,never_smoker,38,4.805479420345002,35—39
women,3,other,East of England,smoker,38,1.0328766489091832,35—39
women,3,other,London,ex_smoker,38,5,35—39
women,3,other,London,never_smoker,38,13.93989067875936,35—39
women,3,other,London,smoker,38,5,35—39
women,3,other,North West,ex_smoker,38,1,35—39
women,3,other,North West,never_smoker,38,1,35—39
women,3,other,South Central,ex_smoker,38,1,35—39
women,3,other,South Central,smoker,38,0.8715846678303987,35—39
women,3,other,South East Coast,ex_smoker,38,1,35—39
women,3,other,South East Coast,never_smoker,38,1.115068461440893,35—39
women,3,other,South West,smoker,38,1,35—40
women,3,other,West Midlands,never_smoker,38,2,35—39
women,3,other,West Midlands,smoker,38,1.556164351851852,35—39
women,3,other,Yorkshire and the Humber,ex_smoker,38,1,35—39
women,3,other,Yorkshire and the Humber,never_smoker,38,1.8054793886352107,35—40
women,3,other asian,East Midlands,never_smoker,38,2,35—39
women,3,other asian,East Midlands,smoker,38,1,35—40
women,3,other asian,East of England,never_smoker,38,1.706849251648909,35—39
women,3,other asian,East of England,smoker,38,1,35—40
women,3,other asian,London,ex_smoker,38,5.441095858701167,35—39
women,3,other asian,London,never_smoker,38,22.756486042060008,35—39
women,3,other asian,London,smoker,38,1,35—39
women,3,other asian,North East,never_smoker,38,2,35—39
women,3,other asian,South Central,ex_smoker,38,1,35—39
women,3,other asian,South Central,never_smoker,38,1.5945205162354135,35—39
women,3,other asian,South East Coast,ex_smoker,38,0.7479451737696601,35—39
women,3,other asian,South East Coast,never_smoker,38,1,35—39
women,3,other asian,South West,never_smoker,38,3.358904046169457,35—39
women,3,other asian,West Midlands,never_smoker,38,1,35—39
women,3,other asian,West Midlands,smoker,38,1,35—39
women,3,pakistani,East of England,never_smoker,38,2,35—39
women,3,pakistani,London,never_smoker,38,7.6301369228817855,35—39
women,3,pakistani,North West,never_smoker,38,0.9972677279396883,35—39
women,3,pakistani,South Central,ex_smoker,38,1,35—39
women,3,pakistani,South Central,never_smoker,38,4.139725963977677,35—39
women,3,pakistani,South East Coast,ex_smoker,38,1,35—39
women,3,pakistani,South East Coast,never_smoker,38,1,35—39
women,3,pakistani,West Midlands,ex_smoker,38,1,35—39
women,3,pakistani,West Midlands,never_smoker,38,4.030136954591578,35—39
women,3,pakistani,Yorkshire and the Humber,never_smoker,38,2.339725995687468,35—39
women,3,white,East Midlands,ex_smoker,38,16.52054762810756,35—39
women,3,white,East Midlands,never_smoker,38,40.989400023791006,35—39
women,3,white,East Midlands,smoker,38,14.693150621511922,35—39
women,3,white,East of England,ex_smoker,38,54.15068451927955,35—39
women,3,white,East of England,never_smoker,38,71.64418667823121,35—39
women,3,white,East of England,smoker,38,35.723407250504586,35—39
women,3,white,London,ex_smoker,38,65.75120083492055,35—39
women,3,white,London,never_smoker,38,107.6851101147652,35—39
women,3,white,London,smoker,38,43.58666026605382,35—39
women,3,white,North East,ex_smoker,38,11.72328754439371,35—39
women,3,white,North East,never_smoker,38,20.97260248604769,35—39
women,3,white,North East,smoker,38,8.556343942684638,35—39
women,3,white,North West,ex_smoker,38,40.39773142239384,35—39
women,3,white,North West,never_smoker,38,70.08219111491628,35—39
women,3,white,North West,smoker,38,29.9561641615931,35—39
women,3,white,South Central,ex_smoker,38,21.476712043378996,35—39
women,3,white,South Central,never_smoker,38,28.07954901874655,35—39
women,3,white,South Central,smoker,38,25.24931494165398,35—39
women,3,white,South East Coast,ex_smoker,38,32.07416697449424,35—39
women,3,white,South East Coast,never_smoker,38,56.10987304967451,35—39
women,3,white,South East Coast,smoker,38,25.53188836082555,35—39
women,3,white,South West,ex_smoker,38,58.75542296140693,35—39
women,3,white,South West,never_smoker,38,74.08516292612416,35—39
women,3,white,South West,smoker,38,31.14520522577372,35—39
women,3,white,West Midlands,ex_smoker,38,36.09631667763514,35—39
women,3,white,West Midlands,never_smoker,38,53.04699386970013,35—39
women,3,white,West Midlands,smoker,38,25.843947678410032,35—39
women,3,white,Yorkshire and the Humber,ex_smoker,38,24.372602517757482,35—39
women,3,white,Yorkshire and the Humber,never_smoker,38,49.48495358318917,35—39
women,3,white,Yorkshire and the Humber,smoker,38,13,35—39
women,4,bangladeshi,East of England,never_smoker,38,1,35—39
women,4,bangladeshi,London,never_smoker,38,1,35—39
women,4,bangladeshi,North West,never_smoker,38,1,35—39
women,4,bangladeshi,South Central,ex_smoker,38,1,35—39
women,4,bangladeshi,South East Coast,never_smoker,38,1,35—39
women,4,black african,East of England,never_smoker,38,1,35—39
women,4,black african,London,ex_smoker,38,1.7452054477422627,35—39
women,4,black african,London,never_smoker,38,3.232876680618975,35—39
women,4,black african,North West,never_smoker,38,0.01917805048198884,35—39
women,4,black african,South Central,ex_smoker,38,1.441095826991375,35—39
women,4,black african,South Central,never_smoker,38,3,35—39
women,4,black african,South East Coast,never_smoker,38,2,35—39
women,4,black african,South West,never_smoker,38,1,35—39
women,4,black african,Yorkshire and the Humber,never_smoker,38,2,35—39
women,4,black caribbean,East of England,ex_smoker,38,1,35—39
women,4,black caribbean,London,ex_smoker,38,1.7643835299340438,35—39
women,4,black caribbean,London,never_smoker,38,2,35—39
women,4,black caribbean,London,smoker,38,1,35—39
women,4,black caribbean,South East Coast,never_smoker,38,1,35—40
women,4,black caribbean,South West,never_smoker,38,1,35—39
women,4,black caribbean,West Midlands,never_smoker,38,2,35—39
women,4,black caribbean,Yorkshire and the Humber,never_smoker,38,1,35—39
women,4,chinese,East Midlands,never_smoker,38,1,35—39
women,4,chinese,East of England,never_smoker,38,1,35—39
women,4,chinese,London,ex_smoker,38,0.8961748317648249,35—39
women,4,chinese,London,never_smoker,38,5,35—39
women,4,chinese,North East,never_smoker,38,2,35—39
women,4,chinese,South Central,never_smoker,38,1.2273972285641805,35—39
women,4,chinese,West Midlands,never_smoker,38,1,35—39
women,4,indian,East Midlands,never_smoker,38,3.4027396626078135,35—39
women,4,indian,East of England,never_smoker,38,4,35—39
women,4,indian,London,ex_smoker,38,0.8633879465189233,35—39
women,4,indian,London,never_smoker,38,11.175342307204465,35—39
women,4,indian,London,smoker,38,1.6821916856925418,35—39
women,4,indian,North East,never_smoker,38,1,35—39
women,4,indian,South Central,never_smoker,38,4.216438324454591,35—39
women,4,indian,South East Coast,never_smoker,38,4,35—39
women,4,indian,South West,never_smoker,38,1,35—39
women,4,indian,South West,smoker,38,1,35—39
women,4,indian,West Midlands,never_smoker,38,3,35—39
women,4,indian,Yorkshire and the Humber,never_smoker,38,1,35—39
women,4,indian,Yorkshire and the Humber,smoker,38,2,35—39
women,4,other,East Midlands,ex_smoker,38,1,35—39
women,4,other,East of England,never_smoker,38,2.7315067858954847,35—39
women,4,other,East of England,smoker,38,1,35—39
women,4,other,London,ex_smoker,38,3.5835615487062404,35—39
women,4,other,London,never_smoker,38,12.627397133434805,35—39
women,4,other,London,smoker,38,1.8164383244545914,35—39
women,4,other,North East,ex_smoker,38,0.5643835299340436,35—39
women,4,other,North East,smoker,38,1,35—39
women,4,other,North West,never_smoker,38,1.7452054160324708,35—39
women,4,other,South Central,never_smoker,38,2,35—39
women,4,other,South East Coast,never_smoker,38,2.347945142059868,35—39
women,4,other,South East Coast,smoker,38,1,35—39
women,4,other,South West,never_smoker,38,1,35—39
women,4,other,West Midlands,ex_smoker,38,1,35—39
women,4,other,Yorkshire and the Humber,ex_smoker,38,1,35—39
women,4,other,Yorkshire and the Humber,never_smoker,38,2,35—39
women,4,other asian,East Midlands,never_smoker,38,1.0164382927447995,35—39
women,4,other asian,London,ex_smoker,38,0.12876709157787924,35—39
women,4,other asian,London,never_smoker,38,13.671232718163369,35—39
women,4,other asian,North West,never_smoker,38,2.48767120116692,35—39
women,4,other asian,South Central,ex_smoker,38,1,35—39
women,4,other asian,South Central,never_smoker,38,1.2602739091831558,35—39
women,4,other asian,South West,smoker,38,1,35—39
women,4,other asian,West Midlands,ex_smoker,38,1,35—39
women,4,other asian,West Midlands,never_smoker,38,2,35—39
women,4,other asian,Yorkshire and the Humber,never_smoker,38,1,35—39
women,4,pakistani,East Midlands,never_smoker,38,1.4246575025367834,35—39
women,4,pakistani,London,never_smoker,38,3,35—39
women,4,pakistani,North East,never_smoker,38,1,35—39
women,4,pakistani,South Central,never_smoker,38,2.632876680618975,35—39
women,4,pakistani,South Central,smoker,38,1,35—39
women,4,pakistani,South East Coast,ex_smoker,38,0.526027365550482,35—39
women,4,pakistani,South East Coast,never_smoker,38,0.599999968290208,35—39
women,4,pakistani,South East Coast,smoker,38,1,35—40
women,4,pakistani,South West,never_smoker,38,1,35—39
women,4,pakistani,West Midlands,never_smoker,38,0.9726027080162354,35—39
women,4,pakistani,West Midlands,smoker,38,0.12054791349568747,35—39
women,4,pakistani,Yorkshire and the Humber,never_smoker,38,1.4410958587011669,35—39
women,4,white,East Midlands,ex_smoker,38,37.140092472597885,35—39
women,4,white,East Midlands,never_smoker,38,54.79742444977446,35—39
women,4,white,East Midlands,smoker,38,13.328766964738712,35—39
women,4,white,East of England,ex_smoker,38,49.82501652556676,35—39
women,4,white,East of England,never_smoker,38,86.07140434775904,35—39
women,4,white,East of England,smoker,38,33.907133450486285,35—39
women,4,white,London,ex_smoker,38,48.619177574835106,35—39
women,4,white,London,never_smoker,38,87.8444784577882,35—39
women,4,white,London,smoker,38,27.572744775768452,35—39
women,4,white,North East,ex_smoker,38,3.6465752156265854,35—39
women,4,white,North East,never_smoker,38,25.884931380010148,35—39
women,4,white,North East,smoker,38,6.4356162798072045,35—39
women,4,white,North West,ex_smoker,38,37.498794376121104,35—39
women,4,white,North West,never_smoker,38,75.1921169760364,35—39
women,4,white,North West,smoker,38,24.47945186453577,35—39
women,4,white,South Central,ex_smoker,38,31.873972412480974,35—39
women,4,white,South Central,never_smoker,38,63.772669507725404,35—39
women,4,white,South Central,smoker,38,20.490410832064942,35—39
women,4,white,South East Coast,ex_smoker,38,35.005651113446895,35—39
women,4,white,South East Coast,never_smoker,38,52.34246521435819,35—39
women,4,white,South East Coast,smoker,38,20.575342148655505,35—39
women,4,white,South West,ex_smoker,38,42.460894832915386,35—39
women,4,white,South West,never_smoker,38,71.64966590831746,35—39
women,4,white,South West,smoker,38,25.351223672208775,35—39
women,4,white,West Midlands,ex_smoker,38,20.81095877727042,35—39
women,4,white,West Midlands,never_smoker,38,57.12062977942807,35—39
women,4,white,West Midlands,smoker,38,25.265843061568287,35—39
women,4,white,Yorkshire and the Humber,ex_smoker,38,29.235863082489818,35—39
women,4,white,Yorkshire and the Humber,never_smoker,38,44.75071455685652,35—39
women,4,white,Yorkshire and the Humber,smoker,38,21.619177987062404,35—39
women,5 least deprived,bangladeshi,East of England,never_smoker,38,2,35—39
women,5 least deprived,black african,East of England,never_smoker,38,2,35—39
women,5 least deprived,black african,London,never_smoker,38,1.9013697995941148,35—39
women,5 least deprived,black african,South Central,never_smoker,38,3.0794520230847287,35—39
women,5 least deprived,black african,South East Coast,never_smoker,38,1,35—39
women,5 least deprived,black caribbean,East of England,never_smoker,38,2,35—39
women,5 least deprived,black caribbean,London,ex_smoker,38,1,35—39
women,5 least deprived,black caribbean,London,never_smoker,38,1.1315067858954846,35—39
women,5 least deprived,black caribbean,South Central,ex_smoker,38,0.126027365550482,35—39
women,5 least deprived,black caribbean,South Central,never_smoker,38,1,35—39
women,5 least deprived,black caribbean,South East Coast,never_smoker,38,1,35—40
women,5 least deprived,black caribbean,South West,never_smoker,38,0.8301369545915779,35—39
women,5 least deprived,black caribbean,West Midlands,never_smoker,38,1,35—39
women,5 least deprived,chinese,East Midlands,never_smoker,38,1,35—39
women,5 least deprived,chinese,East of England,ex_smoker,38,1,35—39
women,5 least deprived,chinese,East of England,never_smoker,38,1,35—39
women,5 least deprived,chinese,London,never_smoker,38,1.706849283358701,35—39
women,5 least deprived,chinese,South Central,never_smoker,38,3,35—39
women,5 least deprived,chinese,Yorkshire and the Humber,never_smoker,38,3,35—39
women,5 least deprived,indian,East Midlands,never_smoker,38,0.0027396943176052767,35—39
women,5 least deprived,indian,East Midlands,smoker,38,1.6602739408929477,35—39
women,5 least deprived,indian,East of England,ex_smoker,38,1,35—39
women,5 least deprived,indian,East of England,never_smoker,38,1.630136922881786,35—39
women,5 least deprived,indian,London,ex_smoker,38,2,35—39
women,5 least deprived,indian,London,never_smoker,38,5.238356100963978,35—39
women,5 least deprived,indian,London,smoker,38,0.5479451737696601,35—39
women,5 least deprived,indian,North East,never_smoker,38,2,35—39
women,5 least deprived,indian,North West,never_smoker,38,2,35—39
women,5 least deprived,indian,South Central,never_smoker,38,8.24657527904617,35—39
women,5 least deprived,indian,South East Coast,ex_smoker,38,0.999999968290208,35—39
women,5 least deprived,indian,South East Coast,never_smoker,38,2,35—39
women,5 least deprived,indian,South West,never_smoker,38,1,35—39
women,5 least deprived,indian,West Midlands,ex_smoker,38,1,35—39
women,5 least deprived,indian,West Midlands,never_smoker,38,0.4986300735667174,35—39
women,5 least deprived,indian,West Midlands,smoker,38,1,35—39
women,5 least deprived,indian,Yorkshire and the Humber,never_smoker,38,0.9098360339506173,35—39
women,5 least deprived,other,East Midlands,never_smoker,38,1,35—39
women,5 least deprived,other,East of England,ex_smoker,38,1,35—39
women,5 least deprived,other,East of England,never_smoker,38,4.246575310755961,35—39
women,5 least deprived,other,London,ex_smoker,38,1,35—39
women,5 least deprived,other,London,never_smoker,38,6.53986815856906,35—39
women,5 least deprived,other,North West,never_smoker,38,1,35—39
women,5 least deprived,other,South Central,ex_smoker,38,0.4547944888381532,35—39
women,5 least deprived,other,South Central,never_smoker,38,2,35—39
women,5 least deprived,other,South East Coast,ex_smoker,38,3,35—39
women,5 least deprived,other,South East Coast,never_smoker,38,2.9562841213823114,35—39
women,5 least deprived,other,South East Coast,smoker,38,1,35—39
women,5 least deprived,other,West Midlands,ex_smoker,38,1,35—39
women,5 least deprived,other,Yorkshire and the Humber,never_smoker,38,1,35—39
women,5 least deprived,other asian,East Midlands,never_smoker,38,1.789041064180619,35—39
women,5 least deprived,other asian,East of England,ex_smoker,38,1,35—39
women,5 least deprived,other asian,East of England,never_smoker,38,3.4794520230847286,35—39
women,5 least deprived,other asian,East of England,smoker,38,1,35—39
women,5 least deprived,other asian,London,never_smoker,38,5,35—39
women,5 least deprived,other asian,London,smoker,38,1,35—39
women,5 least deprived,other asian,North West,never_smoker,38,2,35—39
women,5 least deprived,other asian,South Central,never_smoker,38,2.9043715530763006,35—39
women,5 least deprived,other asian,South East Coast,never_smoker,38,6,35—39
women,5 least deprived,other asian,South West,never_smoker,38,2.958904046169457,35—39
women,5 least deprived,other asian,West Midlands,never_smoker,38,1.9424657217148655,35—39
women,5 least deprived,other asian,Yorkshire and the Humber,ex_smoker,38,1,35—39
women,5 least deprived,pakistani,East of England,never_smoker,38,3,35—39
women,5 least deprived,pakistani,London,never_smoker,38,1,35—39
women,5 least deprived,pakistani,London,smoker,38,1,35—40
women,5 least deprived,pakistani,North West,never_smoker,38,2,35—39
women,5 least deprived,pakistani,South East Coast,never_smoker,38,1.9232876395230847,35—39
women,5 least deprived,pakistani,Yorkshire and the Humber,never_smoker,38,1,35—39
women,5 least deprived,white,East Midlands,ex_smoker,38,38.383561263318114,35—39
women,5 least deprived,white,East Midlands,never_smoker,38,53.33494955509256,35—39
women,5 least deprived,white,East Midlands,smoker,38,8.706849283358702,35—39
women,5 least deprived,white,East of England,ex_smoker,38,51.68514059619261,35—39
women,5 least deprived,white,East of England,never_smoker,38,71.42221634404119,35—39
women,5 least deprived,white,East of England,smoker,38,18.427644031246793,35—39
women,5 least deprived,white,London,ex_smoker,38,31.775342148655504,35—39
women,5 least deprived,white,London,never_smoker,38,56.01777754783846,35—39
women,5 least deprived,white,London,smoker,38,11.452054635971589,35—39
women,5 least deprived,white,North East,ex_smoker,38,8.929156247227558,35—39
women,5 least deprived,white,North East,never_smoker,38,29.175342148655506,35—39
women,5 least deprived,white,North East,smoker,38,18.01917805048199,35—39
women,5 least deprived,white,North West,ex_smoker,38,26.167123160832066,35—39
women,5 least deprived,white,North West,never_smoker,38,69.30684887121805,35—39
women,5 least deprived,white,North West,smoker,38,15.701646607970629,35—39
women,5 least deprived,white,South Central,ex_smoker,38,60.208218765854895,35—39
women,5 least deprived,white,South Central,never_smoker,38,96.33558545000527,35—39
women,5 least deprived,white,South Central,smoker,38,27.284931348300354,35—39
women,5 least deprived,white,South East Coast,ex_smoker,38,44.36469754429321,35—39
women,5 least deprived,white,South East Coast,never_smoker,38,89.60329264525164,35—39
women,5 least deprived,white,South East Coast,smoker,38,16.91788298003773,35—39
women,5 least deprived,white,South West,ex_smoker,38,31.419177796803652,35—39
women,5 least deprived,white,South West,never_smoker,38,71.60821844875697,35—39
women,5 least deprived,white,South West,smoker,38,9.605479420345002,35—39
women,5 least deprived,white,West Midlands,ex_smoker,38,29.800636148504406,35—39
women,5 least deprived,white,West Midlands,never_smoker,38,47.739867873180934,35—39
women,5 least deprived,white,West Midlands,smoker,38,7.046575310755961,35—39
women,5 least deprived,white,Yorkshire and the Humber,ex_smoker,38,23.684931221461188,35—39
women,5 least deprived,white,Yorkshire and the Humber,never_smoker,38,39.427643809191615,35—39
women,5 least deprived,white,Yorkshire and the Humber,smoker,38,11.079451959665144,35—39
men,1 most deprived,bangladeshi,East Midlands,never_smoker,39,0.45753421486555046,35—39
men,1 most deprived,bangladeshi,East of England,never_smoker,39,1.9372108057440816,35—39
men,1 most deprived,bangladeshi,London,ex_smoker,39,4.756164351851852,35—39
men,1 most deprived,bangladeshi,London,never_smoker,39,10.780821790969052,35—39
men,1 most deprived,bangladeshi,London,smoker,39,4.616438229325215,35—39
men,1 most deprived,bangladeshi,North East,never_smoker,39,1,35—39
men,1 most deprived,bangladeshi,North West,never_smoker,39,4,35—39
men,1 most deprived,bangladeshi,North West,smoker,39,3,35—39
men,1 most deprived,bangladeshi,South Central,smoker,39,0.8715846678303987,35—40
men,1 most deprived,bangladeshi,West Midlands,ex_smoker,39,1.219178050481989,35—39
men,1 most deprived,bangladeshi,West Midlands,never_smoker,39,1,35—39
men,1 most deprived,bangladeshi,West Midlands,smoker,39,2,35—39
men,1 most deprived,bangladeshi,Yorkshire and the Humber,never_smoker,39,1,35—39
men,1 most deprived,black african,East Midlands,never_smoker,39,7.282191717402334,35—39
men,1 most deprived,black african,East Midlands,smoker,39,1,35—40
men,1 most deprived,black african,East of England,never_smoker,39,1.4712328132927448,35—39
men,1 most deprived,black african,East of England,smoker,39,1.5013698313039066,35—39
men,1 most deprived,black african,London,ex_smoker,39,3,35—39
men,1 most deprived,black african,London,never_smoker,39,26.592102607255338,35—39
men,1 most deprived,black african,London,smoker,39,6.11780818746829,35—39
men,1 most deprived,black african,North West,never_smoker,39,6.786301243023845,35—39
men,1 most deprived,black african,North West,smoker,39,1.8825136295790326,35—39
men,1 most deprived,black african,South Central,never_smoker,39,1,35—39
men,1 most deprived,black african,South East Coast,never_smoker,39,1,35—39
men,1 most deprived,black african,South West,never_smoker,39,0.6246575025367833,35—40
men,1 most deprived,black african,West Midlands,never_smoker,39,4.369862981988838,35—39
men,1 most deprived,black african,West Midlands,smoker,39,2,35—39
men,1 most deprived,black african,Yorkshire and the Humber,ex_smoker,39,0.4356164066463724,35—39
men,1 most deprived,black african,Yorkshire and the Humber,never_smoker,39,4.0164382927448,35—39
men,1 most deprived,black african,Yorkshire and the Humber,smoker,39,1.8356164066463725,35—39
men,1 most deprived,black caribbean,East Midlands,never_smoker,39,1,35—39
men,1 most deprived,black caribbean,East Midlands,smoker,39,1,35—39
men,1 most deprived,black caribbean,East of England,never_smoker,39,1,35—39
men,1 most deprived,black caribbean,London,ex_smoker,39,1.7835616121258244,35—39
men,1 most deprived,black caribbean,London,never_smoker,39,7.6301369228817855,35—39
men,1 most deprived,black caribbean,London,smoker,39,2,35—39
men,1 most deprived,black caribbean,North East,never_smoker,39,0.5041095573313039,35—39
men,1 most deprived,black caribbean,North West,never_smoker,39,1,35—39
men,1 most deprived,black caribbean,North West,smoker,39,0.008219146372399797,35—39
men,1 most deprived,black caribbean,South West,ex_smoker,39,1,35—39
men,1 most deprived,black caribbean,South West,smoker,39,1,35—39
men,1 most deprived,black caribbean,West Midlands,ex_smoker,39,0.536986269660071,35—39
men,1 most deprived,black caribbean,West Midlands,never_smoker,39,4.898907072201983,35—39
men,1 most deprived,black caribbean,West Midlands,smoker,39,5.5999999682902075,35—39
men,1 most deprived,black caribbean,Yorkshire and the Humber,never_smoker,39,3,35—39
men,1 most deprived,chinese,East Midlands,smoker,39,0.8383561326737696,35—40
men,1 most deprived,chinese,London,ex_smoker,39,1.4684931189751396,35—39
men,1 most deprived,chinese,London,never_smoker,39,4,35—39
men,1 most deprived,chinese,North West,ex_smoker,39,1,35—39
men,1 most deprived,chinese,North West,never_smoker,39,0.6712328132927448,35—39
men,1 most deprived,chinese,North West,smoker,39,0.7369862696600711,35—39
men,1 most deprived,chinese,West Midlands,never_smoker,39,1,35—39
men,1 most deprived,chinese,West Midlands,smoker,39,1,35—39
men,1 most deprived,chinese,Yorkshire and the Humber,never_smoker,39,1,35—39
men,1 most deprived,indian,East Midlands,never_smoker,39,3,35—39
men,1 most deprived,indian,East Midlands,smoker,39,2.3945204845256214,35—39
men,1 most deprived,indian,East of England,ex_smoker,39,1,35—39
men,1 most deprived,indian,East of England,never_smoker,39,4,35—39
men,1 most deprived,indian,London,ex_smoker,39,3.339725995687468,35—39
men,1 most deprived,indian,London,never_smoker,39,7.720712501438204,35—39
men,1 most deprived,indian,London,smoker,39,0.8328766806189751,35—40
men,1 most deprived,indian,North East,never_smoker,39,2,35—39
men,1 most deprived,indian,North West,ex_smoker,39,0.32328760781329274,35—39
men,1 most deprived,indian,North West,never_smoker,39,5.443835584728564,35—39
men,1 most deprived,indian,North West,smoker,39,2.312328735413496,35—39
men,1 most deprived,indian,South East Coast,ex_smoker,39,1,35—39
men,1 most deprived,indian,South East Coast,smoker,39,2,35—39
men,1 most deprived,indian,South West,never_smoker,39,2,35—39
men,1 most deprived,indian,South West,smoker,39,3,35—39
men,1 most deprived,indian,West Midlands,ex_smoker,39,1,35—39
men,1 most deprived,indian,West Midlands,never_smoker,39,7.7424656582952815,35—39
men,1 most deprived,indian,West Midlands,smoker,39,0.4767122970573313,35—39
men,1 most deprived,indian,Yorkshire and the Humber,ex_smoker,39,1,35—39
men,1 most deprived,indian,Yorkshire and the Humber,never_smoker,39,3.3424657217148654,35—39
men,1 most deprived,other,East Midlands,ex_smoker,39,2,35—39
men,1 most deprived,other,East Midlands,never_smoker,39,2.997260210553019,35—39
men,1 most deprived,other,East Midlands,smoker,39,3.4986300735667175,35—39
men,1 most deprived,other,East of England,smoker,39,1.9534245624048707,35—39
men,1 most deprived,other,London,ex_smoker,39,9.799999904870624,35—39
men,1 most deprived,other,London,never_smoker,39,17.701369799594115,35—39
men,1 most deprived,other,London,smoker,39,16.244321958008612,35—39
men,1 most deprived,other,North West,ex_smoker,39,1,35—39
men,1 most deprived,other,North West,never_smoker,39,7.687671106037544,35—39
men,1 most deprived,other,North West,smoker,39,5,35—39
men,1 most deprived,other,South Central,ex_smoker,39,1,35—39
men,1 most deprived,other,South East Coast,never_smoker,39,1.2958903475393202,35—39
men,1 most deprived,other,South East Coast,smoker,39,1,35—39
men,1 most deprived,other,South West,ex_smoker,39,0.40547942034500256,35—39
